Product URL,Product Name,Brand / Sub-brand,Sale Price,MRP / Original Price,discount_amount,discount_pct
https://www.adidas.co.in/zapid-2-shoes/KI6434.html,Zapid 2 Shoes,Men Performance,2799.5,5599,2799.5,50
https://www.adidas.co.in/air-fleetfly-2-shoes/KJ9116.html,Air-FleetFly 2 Shoes,Men Performance,2799.5,3999,1199.5,29.99
https://www.adidas.co.in/grand-court-alpha-shoes/HQ7360.html,GRAND COURT ALPHA SHOES,Men Sportswear,8999,8999,0,0
https://www.adidas.co.in/basenew-2-shoes/KJ9136.html,Basenew 2 Shoes,Men Performance,2149.5,4299,2149.5,50
https://www.adidas.co.in/novaflight-2-indoor-shoes/KJ1557.html,Novaflight 2 Indoor Shoes,Men Performance,10999,10999,0,0
https://www.adidas.co.in/jabbar-hi-shoes/JP6498.html,Jabbar Hi Shoes,Originals,7699.5,10999,3299.5,30
https://www.adidas.co.in/raecers-pro-sneakers/JK8398.html,Raecers Pro Sneakers,Men Sportswear,2399.5,4799,2399.5,50
https://www.adidas.co.in/cyberrun-shoes/GC0917.html,CYBERRUN SHOES,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/gaarcia-lite-sneakers/KK1651.html,Gaarcia Lite Sneakers,Men Sportswear,2999.5,5999,2999.5,50
https://www.adidas.co.in/hoops-4.0-shoes/KI7731.html,Hoops 4.0 Shoes,Sportswear,4619.5,6599,1979.5,30
https://www.adidas.co.in/impulse-syn-3.0-shoes/JJ5331.html,IMPULSE SYN 3.0 Shoes,Men Performance,2299.5,4599,2299.5,50
https://www.adidas.co.in/adilette-og-cf-slides/IH6877.html,ADILETTE OG CF SLIDES,Originals,4999,4999,0,0
https://www.adidas.co.in/sl-72-rs-shoes/HQ4910.html,SL 72 RS SHOES,Men Originals,7699.5,10999,3299.5,30
https://www.adidas.co.in/yard-cricket-shoes/KK4150.html,Yard Cricket Shoes,Men Performance,4599,4599,0,0
https://www.adidas.co.in/predator-club-firm-ground-multi-ground-football-boots/JS0350.html,PREDATOR CLUB Firm Ground/Multi Ground Football Boots,Performance,5999,5999,0,0
https://www.adidas.co.in/upvibe-shoes/JK2211.html,Upvibe Shoes,Men Sportswear,2299.5,4599,2299.5,50
https://www.adidas.co.in/cricup-23-shoes/KK4160.html,CRICUP 23 Shoes,Men Performance,4799,4799,0,0
https://www.adidas.co.in/crazyflight-6-indoor-shoes/KJ1556.html,Crazyflight 6 Indoor Shoes,Men Performance,8399.5,11999,3599.5,30
https://www.adidas.co.in/lightrun-recess-shoes/JK0938.html,LightRun Recess Shoes,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/aryset-lytt-slides/LB5246.html,Aryset-Lytt Slides,Men Sportswear,2299,2299,0,0
https://www.adidas.co.in/lightrun-star-2-shoes/KI8930.html,Lightrun Star 2 Shoes,Men Performance,2799.5,5599,2799.5,50
https://www.adidas.co.in/grand-court-3.0-shoes/IH1484.html,GRAND COURT 3.0 SHOES,Men Sportswear,3999.5,7999,3999.5,50
https://www.adidas.co.in/advantage-base-2.0-shoes/JP7944.html,Advantage Base 2.0 Shoes,Men Sportswear,3299.5,6599,3299.5,50
https://www.adidas.co.in/cricup-23-cricket-shoes/IQ8794.html,CRICUP 23 CRICKET SHOES,Men Performance,2399.5,4799,2399.5,50
https://www.adidas.co.in/street-icon-pro-sneaker/JK8220.html,Street Icon Pro Sneaker,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/aerial-run-shoes/GC1035.html,Aerial Run Shoes,Men Performance,2149.5,4299,2149.5,50
https://www.adidas.co.in/sneakout-shoes/JK2116.html,Sneakout Shoes,Men Sportswear,2299.5,4599,2299.5,50
https://www.adidas.co.in/street-icon-pro-sneaker/JK8219.html,Street Icon Pro Sneaker,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/kaptir-4.0-shoes/JR1282.html,Kaptir 4.0 Shoes,Men Sportswear,4499.5,8999,4499.5,50
https://www.adidas.co.in/runfalcon-3.0-shoes/HP7548.html,Runfalcon 3.0 Shoes,Men Performance,3299.5,6599,3299.5,50
https://www.adidas.co.in/zap-stride-shoes/JK1176.html,Zap-Stride Shoes,Men Performance,2299.5,4599,2299.5,50
https://www.adidas.co.in/adistar-3-sportswear-shoes/JQ0755.html,Adistar 3 Sportswear Shoes,Men Sportswear,9099.5,12999,3899.5,30
https://www.adidas.co.in/torflex-shoes/KJ9262.html,TorFlex Shoes,Men Performance,3149.5,6299,3149.5,50
https://www.adidas.co.in/gripz-pro-sneakers/JK8322.html,GripZ Pro Sneakers,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/air-hustle-shoes/JK7391.html,Air Hustle Shoes,Men Performance,1899.5,3799,1899.5,50
https://www.adidas.co.in/court-rage-shoes/EY3140.html,COURT RAGE SHOES,Men Sportswear,2499.5,4999,2499.5,50
https://www.adidas.co.in/italia-70s-shoes/IH9101.html,ITALIA 70s SHOES,Men Originals,6299.5,8999,2699.5,30
https://www.adidas.co.in/zap-stride-shoes/JK1177.html,Zap-Stride Shoes,Men Performance,2299.5,4599,2299.5,50
https://www.adidas.co.in/airvoltx-shoes/KJ6773.html,AirVoltX Shoes,Men Performance,2799.5,3999,1199.5,29.99
https://www.adidas.co.in/air-yardfun-shoes/KJ6763.html,Air-YardFun Shoes,Men Performance,2659.5,3799,1139.5,29.99
https://www.adidas.co.in/air-yardfun-shoes/KJ6760.html,Air-YardFun Shoes,Men Performance,3799,3799,0,0
https://www.adidas.co.in/handball-spezial-shoes/IH6598.html,HANDBALL SPEZIAL SHOES,Men Originals,8399.5,11999,3599.5,30
https://www.adidas.co.in/marvello-flip-flops/JK8092.html,Marvello Flip Flops,Men Sportswear,799.5,1599,799.5,50
https://www.adidas.co.in/scorerun-shoes/KJ4130.html,SCORERUN Shoes,Men Performance,7599,7599,0,0
https://www.adidas.co.in/cyclones-run-shoes/JK2398.html,Cyclones Run Shoes,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/ligra-8-indoor-shoes/KJ3667.html,Ligra 8 Indoor Shoes,Men Performance,4899.5,6999,2099.5,30
https://www.adidas.co.in/trackblaze-shoes/JK7531.html,TrackBlaze Shoes,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/streettalk/JP8276.html,Streettalk,Men Sportswear,6599,6599,0,0
https://www.adidas.co.in/cushup-shoes/JK2266.html,CushUp Shoes,Men Sportswear,1899.5,3799,1899.5,50
https://www.adidas.co.in/stridzo-2.0-shoes/KK4067.html,Stridzo 2.0 Shoes,Men TERREX,3919.5,5599,1679.5,30
https://www.adidas.co.in/new-star-tennis-shoes/JK7101.html,New Star Tennis Shoes,Performance,4799,4799,0,0
https://www.adidas.co.in/wild-wander-shoes/KK4087.html,Wild Wander Shoes,Men TERREX,4199.5,5999,1799.5,30
https://www.adidas.co.in/cloudfoam-flex-laces-shoes/KK3489.html,CLOUDFOAM FLEX LACES SHOES,Men Sportswear,4999,4999,0,0
https://www.adidas.co.in/cloudfoam-flex-sock-shoes/KK3487.html,CLOUDFOAM FLEX SOCK SHOES,Men Sportswear,5999,5999,0,0
https://www.adidas.co.in/advantage-base-2.0-shoes/JQ0389.html,Advantage Base 2.0 Shoes,Men Sportswear,6599,6599,0,0
https://www.adidas.co.in/cloudfoam-flex-rapidfit-shoes/HP6998.html,CLOUDFOAM FLEX RAPIDFIT SHOES,Men Sportswear,6999,6999,0,0
https://www.adidas.co.in/lightshift-2.0-shoes/HP6967.html,LIGHTSHIFT 2.0 SHOES,Men Sportswear,5599.5,7999,2399.5,30
https://www.adidas.co.in/scorerun-2.0-shoes/KJ4138.html,SCORERUN 2.0 Shoes,Men Performance,7999,7999,0,0
https://www.adidas.co.in/calicoz-sneakers/JK2557.html,CalicoZ Sneakers,Men Sportswear,2649.5,5299,2649.5,50
https://www.adidas.co.in/street-icon-pro-sneaker/JK8221.html,Street Icon Pro Sneaker,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/handball-spezial-shoes/IG6192.html,Handball Spezial Shoes,Men Originals,7699.5,10999,3299.5,30
https://www.adidas.co.in/adistar-3-sportswear-shoes/KI6035.html,Adistar 3 Sportswear Shoes,Men Sportswear,9099.5,12999,3899.5,30
https://www.adidas.co.in/pod-active-shoes/JK1112.html,Pod-Active Shoes,Men Performance,1899.5,3799,1899.5,50
https://www.adidas.co.in/lite-racer-4.0-shoes/JP5633.html,Lite Racer 4.0 Shoes,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/skate-smart-m-shoes/JK2300.html,Skate Smart M Shoes,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/air-fleetfly-2-shoes/KJ9118.html,Air-FleetFly 2 Shoes,Men Performance,2799.5,3999,1199.5,29.99
https://www.adidas.co.in/calicoz-sneaker/KI9502.html,CalicoZ Sneaker,Men Sportswear,2999.5,5999,2999.5,50
https://www.adidas.co.in/adilette-shower-slides/IH9046.html,Adilette Shower Slides,Sportswear,3599,3599,0,0
https://www.adidas.co.in/blazezap-shoes/KJ9292.html,BlazeZap Shoes,Men Performance,4799,4799,0,0
https://www.adidas.co.in/adizero-evo-sl-exo-shoes/KI4768.html,ADIZERO EVO SL EXO Shoes,Men Performance,15999,15999,0,0
https://www.adidas.co.in/geocoach-hiker-2.0-shoes/KK4062.html,Geocoach Hiker 2.0 Shoes,Men TERREX,2399.5,3999,1599.5,40
https://www.adidas.co.in/treadmove-running-shoes/JR5850.html,Treadmove Running Shoes,Men Performance,4199.5,5999,1799.5,30
https://www.adidas.co.in/vac-run-2-shoes/KI8957.html,Vac-Run 2 Shoes,Men Performance,5299,5299,0,0
https://www.adidas.co.in/noirr-pro-sneakers/JK8342.html,Noirr Pro Sneakers,Men Sportswear,3299.5,6599,3299.5,50
https://www.adidas.co.in/calicoz-sneaker/KI9503.html,CalicoZ Sneaker,Men Sportswear,2999.5,5999,2999.5,50
https://www.adidas.co.in/trackblaze-shoes/JK7534.html,TrackBlaze Shoes,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/velocity-grand-shoes/JK7089.html,Velocity Grand Shoes,Performance,4299,4299,0,0
https://www.adidas.co.in/fence-court-shoes/JK7091.html,Fence Court Shoes,Performance,3219.5,4599,1379.5,30
https://www.adidas.co.in/fwd-pro-2-shoes/KK1568.html,FWD Pro 2 Shoes,Men Performance,4199.5,5999,1799.5,30
https://www.adidas.co.in/cyclones-run-shoes/JK2397.html,Cyclones Run Shoes,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/adidas-switch-fwd-2-running-shoes/IF6754.html,adidas Switch Fwd 2 Running Shoes,Men Performance,6999.5,13999,6999.5,50
https://www.adidas.co.in/turnaround-mid-shoes/IH7973.html,Turnaround Mid Shoes,Sportswear,6599,6599,0,0
https://www.adidas.co.in/everydayz-sneakers/KJ9308.html,Everydayz Sneakers,Men Sportswear,2799.5,3999,1199.5,29.99
https://www.adidas.co.in/fence-court-shoes/JK7093.html,Fence Court Shoes,Performance,3219.5,4599,1379.5,30
https://www.adidas.co.in/cloudfoam-flex-laces-shoes/HQ4855.html,CLOUDFOAM FLEX LACES SHOES,Men Sportswear,4999,4999,0,0
https://www.adidas.co.in/90s-cut-ultra-shoes/JK8182.html,90s Cut-Ultra Shoes,Men Sportswear,2999.5,5999,2999.5,50
https://www.adidas.co.in/cushup-shoes/JK2265.html,CushUp Shoes,Men Sportswear,1899.5,3799,1899.5,50
https://www.adidas.co.in/cloud-bold-shoes/JK7223.html,Cloud-Bold Shoes,Performance,2399.5,4799,2399.5,50
https://www.adidas.co.in/yard-cricket-shoes/JK0163.html,Yard Cricket Shoes,Performance,4299,4299,0,0
https://www.adidas.co.in/airvoltx-shoes/KJ6774.html,AirVoltX Shoes,Men Performance,2799.5,3999,1199.5,29.99
https://www.adidas.co.in/vac-run-2-shoes/KI8960.html,Vac-Run 2 Shoes,Men Performance,3709.5,5299,1589.5,30
https://www.adidas.co.in/infynyte-run-shoes/JK8260.html,Infynyte Run Shoes,Men Sportswear,1799.5,3599,1799.5,50
https://www.adidas.co.in/glowrun-reflective-shoes/EY2989.html,GLOWRUN REFLECTIVE SHOES,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/lightshift-2.0-shoes/HP6971.html,LIGHTSHIFT 2.0 SHOES,Men Sportswear,5599.5,7999,2399.5,30
https://www.adidas.co.in/rapidmove-adv-2-training-shoes/JQ4118.html,Rapidmove ADV 2 Training Shoes,Men Performance,9099.5,12999,3899.5,30
https://www.adidas.co.in/howzat-spike-trainers/JS4418.html,HOWZAT SPIKE Trainers,Men Performance,8599,8599,0,0
https://www.adidas.co.in/adistar-control-5-shoes/KI8590.html,ADISTAR CONTROL 5 SHOES,Originals,12999,12999,0,0
https://www.adidas.co.in/velocity-grand-shoes/JK7143.html,Velocity Grand Shoes,Men Performance,1999.5,3999,1999.5,50
https://www.adidas.co.in/tokyo-shoes/IH6613.html,TOKYO SHOES,Originals,9999,9999,0,0
https://www.adidas.co.in/oakz-top-sneaker/KJ1594.html,Oakz Top Sneaker,Men Sportswear,2299.5,4599,2299.5,50
https://www.adidas.co.in/grand-court-alpha-shoes/HQ7362.html,GRAND COURT ALPHA SHOES,Men Sportswear,8999,8999,0,0
https://www.adidas.co.in/crag-step-shoes/KK4085.html,Crag Step Shoes,Men TERREX,4619.5,6599,1979.5,30
https://www.adidas.co.in/predator-pro-fold-over-tongue-indoor-football-shoes/JR7872.html,PREDATOR PRO Fold-Over Tongue Indoor Football Shoes,Performance,13999,13999,0,0
https://www.adidas.co.in/basefly-shoes/JK0980.html,BaseFly Shoes,Men Performance,1799.5,3599,1799.5,50
https://www.adidas.co.in/vacfast-2-shoes/KI8963.html,Vacfast 2 Shoes,Men Performance,3219.5,4599,1379.5,30
https://www.adidas.co.in/moveboost-shoes/KI0896.html,Moveboost Shoes,Performance,7699.5,10999,3299.5,30
https://www.adidas.co.in/adilette-comfort-2.0-slides/HQ2465.html,ADILETTE COMFORT 2.0 SLIDES,Sportswear,2499.5,4999,2499.5,50
https://www.adidas.co.in/response-pace-running-shoes/KJ1769.html,RESPONSE PACE RUNNING SHOES,Men Performance,4409.5,6299,1889.5,30
https://www.adidas.co.in/air-fleetfly-shoes/JK3792.html,Air-Fleetfly Shoes,Men Performance,1999.5,3999,1999.5,50
https://www.adidas.co.in/xplorer-shoes/JK3180.html,Xplorer Shoes,Men TERREX,2399.5,4799,2399.5,50
https://www.adidas.co.in/new-star-tennis-shoes/JK7102.html,New Star Tennis Shoes,Performance,4799,4799,0,0
https://www.adidas.co.in/lightrun-edge-force-2.0-shoes/JK7509.html,Lightrun Edge Force 2.0 Shoes,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/lightshift-2.0-shoes/HP6964.html,LIGHTSHIFT 2.0 SHOES,Men Sportswear,5599.5,7999,2399.5,30
https://www.adidas.co.in/cloudfoam-flex-laces-shoes/JS4917.html,CLOUDFOAM FLEX LACES SHOES,Men Sportswear,5599,5599,0,0
https://www.adidas.co.in/scorerun-2.0-shoes/KJ4139.html,SCORERUN 2.0 Shoes,Men Performance,7999,7999,0,0
https://www.adidas.co.in/aeroboltblast-shoes/JK7567.html,AeroBoltBlast Shoes,Performance,2299.5,4599,2299.5,50
https://www.adidas.co.in/lightrun-star-2-shoes/KI8929.html,LightRun Star 2 Shoes,Men Performance,2799.5,5599,2799.5,50
https://www.adidas.co.in/flair-tonic-shoes/JK7269.html,Flair-Tonic Shoes,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/kamarax-pro-shoes/JK2528.html,KamaraX Pro Shoes,Men Sportswear,2499.5,4999,2499.5,50
https://www.adidas.co.in/cyclones-run-shoes/JK2395.html,Cyclones Run Shoes,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/adistar-control-5-shoes/KI6152.html,ADISTAR CONTROL 5 SHOES,Originals,12999,12999,0,0
https://www.adidas.co.in/rufffset-sneaker/JK2367.html,Rufffset Sneaker,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/cushup-shoes/JK2264.html,CushUp Shoes,Men Sportswear,1899.5,3799,1899.5,50
https://www.adidas.co.in/lightrun-edge-force-shoes/JL1211.html,Lightrun Edge Force Shoes,Men Performance,2799.5,5599,2799.5,50
https://www.adidas.co.in/symphony-shoes/KI9491.html,Symphony Shoes,Men Sportswear,2499.5,4999,2499.5,50
https://www.adidas.co.in/drop-step-low-2.0-shoes/KI3416.html,Drop Step Low 2.0 Shoes,Originals,6019.5,8599,2579.5,30
https://www.adidas.co.in/rufffset-sneaker/JK2368.html,Rufffset Sneaker,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/lightblaze-glow-shoes/JP6321.html,Lightblaze Glow Shoes,Men Sportswear,5999.5,11999,5999.5,50
https://www.adidas.co.in/aspyre-3-stripes-shoes/HQ7308.html,ASPYRE 3-STRIPES SHOES,Men Sportswear,8999,8999,0,0
https://www.adidas.co.in/aeroechozest-shoes/JK7219.html,AeroEchoZest Shoes,Performance,2299.5,4599,2299.5,50
https://www.adidas.co.in/sneakout-shoes/KI9485.html,Sneakout Shoes,Men Sportswear,2299.5,4599,2299.5,50
https://www.adidas.co.in/lightblaze-glow-shoes/JP6320.html,Lightblaze Glow Shoes,Men Sportswear,5999.5,11999,5999.5,50
https://www.adidas.co.in/basenew-2.0-shoes/JK7403.html,Basenew 2.0 Shoes,Men Performance,1899.5,3799,1899.5,50
https://www.adidas.co.in/flexion-st-shoes/JK7535.html,Flexion ST Shoes,Men Performance,2799.5,5599,2799.5,50
https://www.adidas.co.in/hoops-3.0-mid-top-shoes/JK2817.html,Hoops 3.0 Mid Top Shoes,Men Sportswear,3499.5,6999,3499.5,50
https://www.adidas.co.in/-bruins-sneakers/JK2545.html,Bruins Sneakers,Men Sportswear,2299.5,4599,2299.5,50
https://www.adidas.co.in/terrex-trailmaker-2.0-hiking-shoes/IH6350.html,Terrex Trailmaker 2.0 Hiking Shoes,Men TERREX,4999.5,9999,4999.5,50
https://www.adidas.co.in/switch-run-running-shoes/IF9338.html,Switch Run Running Shoes,Men Performance,3999.5,7999,3999.5,50
https://www.adidas.co.in/blazezen-shoes/JK7468.html,BlazeZen Shoes,Men Performance,2399.5,4799,2399.5,50
https://www.adidas.co.in/flaze-mode-shoes/JK7263.html,Flaze Mode Shoes,Men Performance,2299.5,4599,2299.5,50
https://www.adidas.co.in/uniqlite-shoes/JK1147.html,Uniqlite Shoes,Men Performance,3299.5,6599,3299.5,50
https://www.adidas.co.in/aerostride-shoes/JK3776.html,AeroStride Shoes,Men Performance,2399.5,4799,2399.5,50
https://www.adidas.co.in/upvibe-shoes/JK2210.html,Upvibe Shoes,Men Sportswear,2299.5,4599,2299.5,50
https://www.adidas.co.in/grip-ed-run-shoes/KJ9226.html,Grip-Ed Run Shoes,Men Performance,2799.5,5599,2799.5,50
https://www.adidas.co.in/flair-rapid-pace-shoes/JK7500.html,Flair Rapid Pace Shoes,Men Performance,2649.5,5299,2649.5,50
https://www.adidas.co.in/symphony-shoes/KI9490.html,Symphony Shoes,Men Sportswear,2499.5,4999,2499.5,50
https://www.adidas.co.in/rapide-run-shoes/JL2607.html,Rapide Run Shoes,Men Performance,2649.5,5299,2649.5,50
https://www.adidas.co.in/lightrun-edge-force-shoes/JL1212.html,Lightrun Edge Force Shoes,Men Performance,2799.5,5599,2799.5,50
https://www.adidas.co.in/runblaze-m/JQ0630.html,RUNBLAZE M,Men Performance,5999,5999,0,0
https://www.adidas.co.in/hoops-4.0-ikd-shoes/KK6409.html,Hoops 4.0 IKD Shoes,Sportswear,3299.5,6599,3299.5,50
https://www.adidas.co.in/dash-fun-shoes/JK7209.html,Dash-Fun Shoes,Men Performance,2799.5,5599,2799.5,50
https://www.adidas.co.in/tread-step-shoes/JK3169.html,Tread Step Shoes,Men TERREX,3299.5,6599,3299.5,50
https://www.adidas.co.in/advantage-2.0-shoes/JS2873.html,Advantage 2.0 Shoes,Men Sportswear,3999.5,7999,3999.5,50
https://www.adidas.co.in/street-icon-lite-shoes/JK8213.html,Street Icon Lite Shoes,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/aerovortexglide-shoes/JK7592.html,AeroVortexGlide Shoes,Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/vent-fast-shoes/JK1270.html,Vent-Fast Shoes,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/pivot-court-shoes/JK0756.html,Pivot Court Shoes,Performance,2149.5,4299,2149.5,50
https://www.adidas.co.in/woodie-pro-sneakers/JK8149.html,Woodie Pro Sneakers,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/cyberrun-shoes/GC0916.html,CYBERRUN SHOES,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/aerosurgestride-shoes/JK7572.html,AeroSurgeStride Shoes,Performance,2399.5,4799,2399.5,50
https://www.adidas.co.in/sl-72-rs-shoes/JR8775.html,SL 72 Rs Shoes,Men Originals,4999.5,9999,4999.5,50
https://www.adidas.co.in/skate-lite-sneaker/JK8155.html,Skate Lite Sneaker,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/poprun-2-shoes/KK1518.html,PopRun 2 Shoes,Men Performance,2649.5,5299,2649.5,50
https://www.adidas.co.in/blockz-sneaker/JK8309.html,Blockz Sneaker,Sportswear,2649.5,5299,2649.5,50
https://www.adidas.co.in/vent-shoot-shoes/JK1284.html,Vent-Shoot Shoes,Men Performance,4599,4599,0,0
https://www.adidas.co.in/meridian-flip-flops/KK1699.html,Meridian Flip Flops,Sportswear,1499.5,2999,1499.5,50
https://www.adidas.co.in/courtblock-ikd-shoes/KK7430.html,Courtblock IKD Shoes,Men Sportswear,5999,5999,0,0
https://www.adidas.co.in/base-switch-m-shoes/JK7184.html,Base Switch M Shoes,Men Performance,1999.5,3999,1999.5,50
https://www.adidas.co.in/aero-vortex-glide-shoes/JK7594.html,Aero Vortex Glide Shoes,Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/adilette-aqua-slides/IH9009.html,Adilette Aqua Slides,Sportswear,2499,2499,0,0
https://www.adidas.co.in/iron-trek-shoes/JK7794.html,Iron Trek Shoes,Men TERREX,3299.5,6599,3299.5,50
https://www.adidas.co.in/adidas-initiation-shoes/JQ6862.html,Adidas Initiation Shoes,Performance,5599.5,7999,2399.5,30
https://www.adidas.co.in/ultraboost-5-mercedes-amg-petronas-f1-team-shoes/KJ3673.html,ULTRABOOST 5 MERCEDES AMG PETRONAS F1 TEAM Shoes,Men Performance,18999,18999,0,0
https://www.adidas.co.in/lite-racer-cln-2.0-shoes/GY5975.html,Lite Racer CLN 2.0 Shoes,Men Sportswear,2999.5,5999,2999.5,50
https://www.adidas.co.in/samba-og-shoes/IH4385.html,SAMBA OG SHOES,Men Originals,7699.5,10999,3299.5,30
https://www.adidas.co.in/basenew-2-shoes/KJ9138.html,Basenew 2 Shoes,Men Performance,2149.5,4299,2149.5,50
https://www.adidas.co.in/lucifo-shoes/GB2376.html,LUCIFO SHOES,Men Sportswear,1799.5,3599,1799.5,50
https://www.adidas.co.in/flexpace-shoes/GB2391.html,FLEXPACE SHOES,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/cloudfoam-cuxxion-sock-shoes/HP3454.html,CLOUDFOAM CUXXION SOCK SHOES,Men Sportswear,4899.5,6999,2099.5,30
https://www.adidas.co.in/lite-racer-cln-2.0-shoes/GZ2812.html,Lite Racer CLN 2.0 Shoes,Men Sportswear,3599.5,5999,2399.5,40
https://www.adidas.co.in/yompzee-flip-flops/JK8086.html,Yompzee Flip Flops,Men Sportswear,999.5,1999,999.5,50
https://www.adidas.co.in/everydayz-sneakers/JK8136.html,Everydayz Sneakers,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/megaride-s2-shoes/HP3421.html,MEGARIDE S2 SHOES,Originals,15999,15999,0,0
https://www.adidas.co.in/island-club-adilette-22-slides/HQ4672.html,Island Club Adilette 22 Slides,Originals,4199.5,5999,1799.5,30
https://www.adidas.co.in/adilette-aqua-slides/F35542.html,Adilette Aqua Slides,Sportswear,1999,1999,0,0
https://www.adidas.co.in/aqwa-glo-flip-flops/LB5251.html,Aqwa-Glo Flip Flops,Men Sportswear,2299,2299,0,0
https://www.adidas.co.in/predator-elite-fold-over-tongue-firm-ground-football-boots/JS0378.html,PREDATOR ELITE Fold-Over Tongue Firm Ground Football Boots,Performance,19599.5,27999,8399.5,30
https://www.adidas.co.in/terrex-xplorer-shoes/JK7802.html,Terrex Xplorer Shoes,Men TERREX,2399.5,4799,2399.5,50
https://www.adidas.co.in/mercedes-amg-petronas-formula-one-team-ultimashow-2.0-shoes/KI6069.html,Mercedes AMG Petronas Formula One Team Ultimashow 2.0 Shoes,Performance,4899.5,6999,2099.5,30
https://www.adidas.co.in/fauxx-run-2.0-shoes/JK8350.html,Fauxx Run 2.0 Shoes,Men Sportswear,2499.5,4999,2499.5,50
https://www.adidas.co.in/adilette-comfort-slides/JS1138.html,Adilette Comfort Slides,Sportswear,2399.5,3999,1599.5,40
https://www.adidas.co.in/stabile-2.0-flip-flops/JK8077.html,Stabile 2.0 Flip Flops,Men Sportswear,749.5,1499,749.5,50
https://www.adidas.co.in/22yds-incurza-shoes/JQ8544.html,22YDS INCURZA Shoes,Performance,15999,15999,0,0
https://www.adidas.co.in/terrex-trek-host-shoes/JK7806.html,Terrex Trek Host Shoes,Men TERREX,2499.5,4999,2499.5,50
https://www.adidas.co.in/terrex-tramp-pro-shoes/JK7800.html,Terrex Tramp Pro Shoes,Men TERREX,2499.5,4999,2499.5,50
https://www.adidas.co.in/cush-walk-shoes/JK8186.html,Cush Walk Shoes,Men Sportswear,1999.5,3999,1999.5,50
https://www.adidas.co.in/excelcourt-shoes/GA1171.html,EXCELCOURT SHOES,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/timorx-running-shoes/JK8269.html,TimorX Running Shoes,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/mechan-sandals/IQ8733.html,Mechan Sandals,Men TERREX,2309.5,3299,989.5,29.99
https://www.adidas.co.in/adissage-slides/F35579.html,Adissage Slides,Performance,1499.5,2999,1499.5,50
https://www.adidas.co.in/hike-lacer-shoes/JK7786.html,Hike Lacer shoes,Men TERREX,2399.5,4799,2399.5,50
https://www.adidas.co.in/terrex-xplorer-shoes/JK7801.html,Terrex Xplorer Shoes,Men TERREX,2399.5,4799,2399.5,50
https://www.adidas.co.in/breezen-sandals/KK1691.html,BREEZEN Sandals,Sportswear,1499.5,2999,1499.5,50
https://www.adidas.co.in/trek-stride-shoes/JK7775.html,Trek Stride Shoes,Men TERREX,2799.5,5599,2799.5,50
https://www.adidas.co.in/cricup-23-cricket-shoes/IQ8795.html,CRICUP 23 CRICKET SHOES,Men Performance,2399.5,4799,2399.5,50
https://www.adidas.co.in/timorx-running-shoes/JK8270.html,TimorX Running Shoes,Men Sportswear,2799.5,5599,2799.5,50
https://www.adidas.co.in/italia-70s-shoes/JS1323.html,Italia 70s Shoes,Men Originals,6299.5,8999,2699.5,30
https://www.adidas.co.in/glintrun-shoes/GC0937.html,GLINTRUN SHOES,Men Performance,2499.5,4999,2499.5,50
https://www.adidas.co.in/sneakout-shoes/JK2114.html,Sneakout Shoes,Men Sportswear,2299.5,4599,2299.5,50
https://www.adidas.co.in/cloudfoam-flex-rapidfit-shoes/HP6993.html,CLOUDFOAM FLEX RAPIDFIT SHOES,Men Sportswear,6999,6999,0,0
https://www.adidas.co.in/litecourt-ikd-shoes/KL1795.html,Litecourt IKD Shoes,Men Sportswear,3499.5,6999,3499.5,50
